	0	indexes	verdict
1	"[1226  510  398  770 1264 1155  530  797 1181  663  871 1255  743  680
  796  736  662  591  428  256  897 1317 1093 1197  705  733 1388  629
   58  500  979  436  779  116  886 1019   38  140  478   14  815  155
  154 1262  243 1277  241 1250  641  724  639  547 1003  940  679  843
  953  666  514  367 1350  336  789 1221   26 1165   92 1193  996 1033
 1167  870  548  481   18  760 1056  692  196  550 1141  702   15  178
  965  362  602  991  543  818  943 1170  497  983 1179    6 1082 1364
   79 1337]"		
0	198960.json		
1	"[  92   14  897 1302   38 1128  770  241  679  736  733 1170  155  398
  256  478 1350 1181  362 1116 1093  524   15 1141  680  797 1082 1155
  399  666  953 1262  992  436  510  705 1264  154  530 1109  629  702
  428  622 1179 1165 1319  157  843  785  497   44  931  271 1226  411
  757  850   18 1033 1085  964  196 1003  704 1394  429  602 1253 1119
  979  695 1056  724 1337  886 1248  431 1250   23  662  663  403  616
  996 1344  796  815    0 1375  367  448   24  258   19 1351   73  343
  315 1317]"		
0	198961.json		
1	"[1116  897 1302   92  679  567 1170 1128  733   38 1143  399 1351 1082
   14 1394  931 1350  154   23  992  448  313 1093 1119  109  155  256
 1179  736  241 1319 1262  622  157 1141 1344  362  770  478  680  953
  942   15   24  428  271  785   44  979  421  666 1165  602  757  616
  705 1155  524 1058 1274 1337  436  403  704  102 1109  964  702 1253
  938 1154 1149  243  728    0  562 1248  398 1050 1388    6 1181  512
  629 1085  968  797  815  843 1033 1264  315  497  438  850  853  663
  695  814]"		
0	198963.json		
1	"[ 728  806  448  610  408  236  992   79  859  158  714  417  266 1093
  637  470  991 1377 1262  815  622 1158  694  696  641 1046  646  680
  853 1317  788  548  463  541  343  767  602  659  510  429  147 1286
  779 1277  345 1056 1054 1339 1003  635 1196  400  600  766  362 1119
 1167   37  489  438  494 1113  403 1211   74  663  843  906  625  430
  704  243  367 1065  547 1000  933 1132 1364  968  150  723  605  242
 1170  594  629  506  931  885  967  254  964  279    6 1163  886  647
  361  280]"		
0	198964.json		
1	"[ 269  793 1064  224 1285  836 1102 1180  454  578 1114  768  858 1160
 1367  121 1173  488  826  214  814  348  576 1143 1338  649  545  807
  111 1126  290   96 1001 1057 1200 1136 1220  633  319 1035 1086  358
  291  539  502 1335  332 1366 1246  584 1207  985  980  475  568 1203
  862 1378  993 1153 1106 1078  716  353 1186 1144 1161 1101  229 1219
  538  141  515  698 1026 1322  239  300  480 1132  477  813  790    0
  561 1022 1393  781    8  437  126  420  146   89 1127  248 1159 1376
 1097 1021]"		
0	198965.json		
1	"[ 714  728 1377 1158  448  158  610  893  806 1286  417  408 1163  788
  637  853  236 1262 1000 1317  470 1113  403  992   79 1364  767  694
  345 1211  266 1054  859 1046 1324 1065  150  991  147 1182  663  616
  730  968  646  424  547  696  463  165  885  953  343  548  635  542
   74 1096  906  964  400  704  541  243  680  506 1210  815  861  918
  865 1277 1093 1132  602  362  468  641  717  622   37  789 1056  676
 1010  489  280  510  600  779  647  254 1388  625 1339  429 1196  659
  430 1003]"		
0	198968.json		
1	"[   1 1234  430  735  516 1395 1279 1059    6  938  426  710  620  347
 1058  951  933  242  433 1270  500 1311  410  991  150  541  774  723
  992  245  197   46  408  785  853  401  336 1231  714 1315   44  637
  605  967  148  243  974  326  507  417  968  769 1392  254 1072  610
  886  977  270  930  565  959  741  728  815  429  470  492 1054 1308
  696 1309  743 1377  914 1163   39  412  295  739  428  178  343  286
  201  512  373  514 1019 1317  218  594  210   79  448  859  519 1376
 1213  806]"		
0	198969.json		
1	"[ 733   14  680  770   38  797   92 1155  241  478 1181  256  510  155
  629  662  705  702  154   18  524  436  897 1033 1264  779 1109 1007
  940  953  979  411  736 1179  367  815  724 1262 1375 1019   15  996
  641  522   73 1221 1093   86 1082  843 1003 1197 1337 1330  886  497
 1250 1350 1141 1170  591 1277  196  850  543 1317  695  398  530 1253
  550  362 1119 1319  116  659  622  983  276  109  796  199  235  760
 1226  818   26  757 1364 1135  447  952  258  882 1394 1348  431  639
 1059   48]"		
0	198971.json		
1	"[ 680 1155  510  815  770  886 1277  367 1262  641  779   38  733  843
  362 1019  629  241 1093  702 1003  659 1033  429  940  550  662  436
   79  797 1317  705 1082  979  256   18 1179  991 1350  543  741  622
   92  897  530  785 1119   26 1364  992  478 1197  243 1337 1059   86
  996 1375  154 1319 1170    6  524 1181  953  411   73  695  591  736
 1007  833  507 1221  242  522   48   68  639  431  516  666  218 1330
  447  155   44  398  264  178  679  430  258  983  173 1226  720  514
  616 1141]"		
0	198973.json		
1	"[  92  897 1302   38  241  733  256  770   14  679 1350  524  155 1170
  478  362  680 1082  736 1116 1093  399 1141 1155  992 1262 1181 1128
  436 1109  702  157 1179  154  797  705  785 1319  843  629  411  757
  622  850   44 1085   18 1033  271  953  398  979   15 1337  695  666
 1264   23  886  429 1253 1003  510  530  724   73 1119  431 1248  931
  996  796  815  662  367  428  178 1019 1394  522  616  641  109  940
  550  276   24 1050  258 1348 1165  102  602 1344  403   26 1007 1351
  315 1221]"		
0	198974.json		
1	"[ 789 1139  451  116 1056  444  964  490 1310  497  608  396  953 1100
 1054  196   15   36  134  150  882  514  395  681  810  943  975  704
  351  434 1377   14  518  338 1349 1324  952  885  510  208   40  675
 1375  935  968  601  969  312  639 1028  394 1261 1277 1166 1178 1317
  668 1158 1262  818 1392  983 1155  797  680 1271  670   98 1194  779
  719  591  343  663 1093  770 1197  147  236  946  931  398  191  728
  405  440  508  448 1250 1091   86  636 1385  199 1003 1140 1060  774
  827  954]"		
0	198975.json		
1	"[  38  733  155  241  797  680 1155  154   92  256  770 1181  478  524
  705  897 1109   14 1262 1033   18  411  979 1350  724  510 1082 1264
  702  629 1337  736  436 1179 1253  662  953  850 1141 1019  530  940
  362   73  996  886  843  815 1170 1093  367  779  695  398 1007  522
 1388 1364  757  818 1221  276  641 1003  796 1197 1348 1330 1317  109
  157  431  591 1226 1375   24  550 1302   86 1119   26 1319 1277 1250
  543  679  235  616 1394  622  833  258  116  243  760  429   15  199
  513 1085]"		
0	198976.json		
1	"[ 728  992   79  641  696  815  991  680 1262  610  622  806  429 1093
  779  659 1158  853 1277  714  362  859 1003  448  417  236 1364 1317
  367  843  408  243  343 1113  158  463  788 1377 1211  886  510 1046
  548  629   74 1119  694  616  430  242 1056  933 1096  646  602  147
  637  470  403  543 1132 1155  173  967  767    6  741  959 1170  401
  550  266  940  182  433  345  254 1339  885 1065  723  953  514  232
  400  918  361  489 1196  562   48  766  436  635  516   37  150  704
  968 1197]"		
0	198978.json		
1	"[1277  510  514 1317 1056  779 1158  789 1377   79 1262  680  150  728
  815  641  991 1155  953 1093  659 1364  367 1003  964 1054  116  714
  886  639  362  983  622  448 1197   40  629 1139  430  992   15  451
  429  147  968  843  952  871  885 1375  343  417  173 1113 1096  663
  236  243  770  741 1310  543  694  548  788  774 1211  806  610  662
  704   86  797 1019 1119  444 1388  940  616  158  403  264  943  232
  931  295 1350 1170  818 1067  537  408  591  497  550  705  516  602
  946  702]"		
0	198979.json		
1	"[1056  728  343  992  964  622  236 1093  704  448  806  885   15  610
  696 1262  680 1054  147  853  789  953 1377  510 1003   79  408 1158
  429  815  362 1317  635  646  931 1065  158  641  451  788  767 1046
  417  859  694  968  779 1119  266  400 1339  659  150  165  497  714
 1132  637 1170 1196  242  991 1277  616  548  470  843  541 1286  629
  254  315   74  602  770 1324  906  395 1155  882  463    6  367  444
  438  514  401  723   37  959  886  663  243  506  679 1344  719  403
 1156  182]"		
0	198980.json		
1	"[ 680  815  641  510 1277  779  367  659   79  991 1155  940  629 1003
  733 1262  702  843  543 1364 1033  662 1093 1019 1317  886  770  550
  429  741  436 1197  241  362  705   86  622  797   48  243   18 1119
   73  996   38   68 1007  154  411 1179  218   26  983  979  871  447
  478 1181  537 1096  286 1221  953  639  992 1158 1375   92  173 1170
  430  952  514 1041  736 1082  495 1059 1331  264 1330  591 1388  530
 1350 1319  500 1211 1226  616  818    6  256 1056  946  548  967 1010
  724  258]"		
0	198981.json		
1	"[1231  640  357  373  677  513  591  565 1242 1350 1337  774  177  785
  168   44  306 1023  886  507  530  116  897  455 1375   38 1029  833
  180  959  431  465 1281  757  250  241  256 1392  524  204 1070  540
  439  362 1155  680  469  199 1267  245  398  699 1019 1311  705   92
 1279  796  733 1178  639  478  155  196  695  492  953  514  100  295
  770 1072    1   26 1181  510 1330 1179  154  797   14 1264  968  347
  931  444 1277  720  789 1262  276 1139 1093  436  629  580  702  118
 1317   18]"		
0	198982.json		
1	"[ 680 1155  733  510  779  770  641  815   38  629  797 1262  436  241
  705  367  662 1277  154  940 1033  702  886 1019 1093  155  843 1181
 1003  256   18 1375  478 1317   92 1179   79  543  524  897   14  622
  979  659 1197  953  996 1337  411 1364  362  550 1350 1007  591   86
  736  530   48 1170   73  991 1109 1082 1119  724 1330  741  983 1221
   26  429 1264  818  116  522 1226  695  639  243   15  398 1388  218
  946  276  760 1141  720 1319  537  199 1059  616  447  431  258   68
 1253 1096]"		
0	198984.json		
1	"[1395  467  459  460  461  462  463  464  465  466  468  457  469  470
  471  472  473  474  475  476  458  456  478  445  437  438  439  440
  441  442  443  444  446  455  447  448  449  450  451  452  453  454
  477  479  522  511  503  504  505  506  507  508  509  510  512  501
  513  514  515  516  517  518  519  520  502  500  480  489  481  482
  483  484  485  486  487  488  490  499  491  492  493  494  495  496
  497  498  436  435  434  380  372  373  374  375  376  377  378  379
  381  370]"		
0	198986.json		
1	"[ 371 1116  785 1143  959 1302 1128  948    0  399  919 1350   44  182
  897 1274 1281  794  362  513  679  649 1035  102 1101  233  992  562
  313  293   23  931  814  757  828  168  328  774 1337   38  242  586
  567   92 1322 1078 1338 1144 1097   19  744  431  455  241 1170  306
 1180  512 1149 1132  953  853  167  443  820  256  666  886  677   24
  155   80  640  231 1012  343  398 1070 1351 1262  607  257  648  465
 1082  144 1165  616  918   14  524  401  530 1050 1231  622 1085  301
  705  157]"		
0	198987.json		
1	"[ 640 1231 1350  785  513   44 1337  774  357  565  677  959  591  886
 1242   38  306  373  168  530  897  362  465  507  833  241  757  431
  177 1023 1029  116  256 1375 1070  455  180  524 1155  250  680 1019
 1281  439  540 1311   26  733  276 1179   92  843 1262  796 1093  705
  398  770 1392 1279  295 1302  695  639  478  204  510  679 1277  492
    1  931  629  182  797  436  444  514  199 1012  992 1072  242  443
  196  429  245  155  100   19 1330  953 1181  469 1361 1003  736  815
 1170  347]"		
0	198990.json		
1	"[ 680 1155  779  641  815  510 1262  367  733  770  629  940 1277 1093
  436 1033   79  662  702   38  241  797  843  659 1019  886  991 1003
  256   18  705 1364  550  543  979 1179 1317  154 1197   73  996  622
  478  411   92  362  429  741 1181   48  897  736  218   26  524  983
  155 1119  818  243   86 1170 1082 1221 1330 1226  724 1350 1337 1375
 1007  258  591  530   68   14  953 1109  447 1264  522  537 1388 1141
  495  760 1059  695  286 1041  616  235    6  992  639  276  871 1319
  743  720]"		
0	198991.json		
1	"[ 834 1032 1130  377 1241  558  237  457 1099 1016 1048  824  971  251
  825   59 1370 1345   25  977  335  769  551 1025  867  746  847   97
  989   43  188  201  849 1257  827  145 1358  582  283  596  384  974
  909 1301 1263 1031  369  932  205  531  413 1052 1182  288  856 1061
 1091  995  619  609  643  773  483  838  937  527  670 1299 1006  613
  441  615 1293 1079  396  458  755 1332  908  667  172  227  450 1373
 1230  962  493 1215  414  164 1290 1224  453 1131  410   63  355  253
 1360  161]"		
0	198993.json		
1	"[ 992  728  343  853  696  362 1093  622  429 1262  806  680  236  448
   79 1132  815  641 1003  242  959  610  158  182 1056   74  843  510
  779  991 1317  859  886 1277  562 1170  659  679  401  463  629  714
  666  694 1158  704  367  918  616  243 1377  417  885  646  548 1065
  964 1339  953 1364 1046 1155  602  663 1119  403  254  433  788  931
  723  408  543  637    6  248  770  767   15  635 1161 1180 1350  266
 1196  550  906 1344  785 1026  147 1165  345   44  484  514  933  489
  436  940]"		
0	198994.json		
1	"[ 728  696  992  853  448  806  610 1132  859  489  714  343  408  158
  637 1000  463  918  254  236  345 1065  266 1180 1046   74  506  622
 1161  417 1377  470 1026  562  930  767  146 1196  403 1262  635  788
  182  704  708  248  641  679  906  362 1093  885 1339  694 1286  723
  401  691  616   37  646  968  893 1159  959  602 1163  541  958    6
  429 1158  203 1113  547 1338  766  280  291  625  815  242  361   79
  931  400 1376  680 1173  243 1054 1344  600  147 1154  991 1317 1364
 1393  165]"		
0	198995.json		
1	"[ 635  408  637  610  605  470  476   37  266  767  400 1000 1065 1196
  806  652  201  463  165  625  417  594  542 1286 1151  236  541 1352
  634 1046 1054  727  448  859  728  714 1163 1376  506  489  248  788
 1145  653 1026 1159  885  691  345  471  696 1339 1053 1271  888  704
  112  361  343  556  676 1162  730 1377  325  349 1393 1051  766  394
 1324  896  577  958  719  853  437 1132 1161 1173  150  874  964  158
  603  865  647  600  723 1056 1011 1126  395  646  254  203  280  694
  717  545]"		
0	198996.json		
1	"[  92   38  897  241  733  256 1302  155  478   14  524  770  680 1082
 1155 1109 1181  154  736  679 1350 1170  702  362 1179  705 1141  797
 1262   18  436 1093  411  629 1319  850  757 1253  157  979 1264 1033
  843  271  695 1337  398  953  510  785 1085  622  724 1116  992  399
  886  530  109  662   15  996  522  796 1003 1119  431  815 1019   73
   44 1248  666  367 1007  429  940  276 1394 1330 1128  428  258 1348
   23  550  641 1375  779  616  178 1221   24  818  543   26  235 1226
 1250  833]"		
0	198997.json		
1	"[ 680 1155 1262  510  953  797  770  779  733  886 1277  789  815 1317
 1093 1364 1375  705  629  641  362  241   38 1350  116   14 1003  818
  367  662  843 1019  702  154  155  591  436 1197   79  543  639  897
 1388 1033  622  940   86   92 1056 1170  946  659   15  550  514  478
 1082  530 1179  243 1337  429  952  983 1119 1264 1158 1007  979 1181
  256  964  991  398  616  431   18  741  497  968 1096  199   26  996
  524  724 1330   73  411  258  695 1221   24  736  663  992 1141  785
  196  728]"		
0	198998.json		
1	"[ 269 1143  814  224 1180  768  793    0 1173  348 1132 1035 1102 1064
  576 1078  993  111  126  649  454 1322  332 1338 1153 1126  836 1161
  313  545  633  291   89  698  925  121  214  696 1274 1022 1144  980
 1246 1220 1026 1101 1335 1136  146  248 1057  182 1160  578  562  475
 1120 1367 1303  874  948  744  502  477  853  437 1001  358  515 1149
  141  791  300  691  319  862 1200  858 1097 1285  343  992  239  584
  918  708  225  399  488 1366 1159 1128 1207  930 1154 1106 1116 1284
  452    8]"		
0	198999.json		
1	"[1180 1132 1338  291 1161  853 1035 1144 1026 1173  918  146  696  814
  248 1126  182  475  454  649  358  269  858  836  862  562  791  224
 1367 1078 1159 1101  502  925 1136  285  111  332 1000  992  959 1393
 1366 1022  343 1220   74  691  879  401 1065  708 1232 1120  203  728
  126 1213  586  795  698  463 1057 1284  488  214  484  790 1322 1376
  545  744 1160  121 1200  319  293  930  341 1030  489 1153   89  768
 1143 1102  254 1378 1356  723 1128 1097 1149  752 1154  437  158 1335
  610  112]"		
