	verdict	intersection
259	198929.json	[38, 43, 45, 48, 73, 76, 92, 116, 154, 156, 157, 173, 179, 188, 189, 193, 200, 305, 329, 372, 398, 405, 411, 412, 479, 509, 510, 518, 524, 526, 537, 540, 543, 558, 572, 587, 589, 591, 599, 644, 661, 666, 673, 686, 712, 736, 740, 741, 762, 772, 778, 797, 818, 832, 850, 852, 870, 899, 910, 938, 952, 979, 983, 996, 1031, 1049, 1081, 1087, 1089, 1109, 1135, 1141, 1147, 1155, 1181, 1184, 1187, 1206, 1223, 1248, 1253, 1265, 1268, 1277, 1289, 1299, 1302, 1305, 1319, 1328, 1331, 1354, 1381, 1388]
260	198931.json	[7, 45, 76, 104, 115, 144, 145, 167, 188, 202, 215, 219, 240, 242, 253, 268, 277, 328, 343, 347, 358, 371, 412, 424, 509, 510, 530, 554, 617, 645, 669, 673, 692, 693, 695, 733, 742, 781, 797, 814, 833, 843, 889, 938, 948, 952, 988, 1037, 1155, 1197, 1206, 1239, 1284, 1301, 1305, 1392]
261	198932.json	[24, 47, 86, 93, 134, 149, 153, 161, 165, 183, 203, 206, 226, 265, 266, 287, 288, 289, 310, 378, 379, 388, 394, 397, 418, 434, 470, 473, 477, 487, 501, 506, 525, 541, 563, 590, 605, 616, 652, 657, 687, 737, 775, 807, 809, 810, 816, 819, 836, 841, 880, 882, 885, 892, 907, 954, 989, 999, 1010, 1021, 1054, 1061, 1064, 1079, 1108, 1114, 1129, 1143, 1149, 1154, 1158, 1170, 1171, 1194, 1195, 1229, 1246, 1251, 1259, 1260, 1266, 1324, 1342, 1359, 1377, 1385]
262	198933.json	[0, 95, 111, 113, 115, 116, 122, 146, 193, 226, 240, 253, 263, 280, 281, 304, 321, 329, 332, 333, 377, 378, 388, 394, 397, 417, 420, 432, 434, 479, 501, 502, 505, 537, 578, 592, 602, 645, 670, 692, 714, 722, 727, 734, 737, 754, 773, 781, 809, 814, 852, 854, 858, 893, 896, 906, 948, 954, 969, 989, 999, 1000, 1016, 1018, 1035, 1052, 1053, 1069, 1077, 1079, 1134, 1143, 1144, 1154, 1156, 1163, 1182, 1206, 1219, 1248, 1305, 1324, 1338, 1342, 1344, 1359, 1373, 1374, 1376]
263	198934.json	[0, 24, 29, 32, 76, 79, 86, 109, 113, 116, 136, 146, 162, 188, 193, 226, 253, 263, 265, 277, 329, 331, 333, 377, 378, 388, 397, 417, 418, 438, 479, 505, 526, 537, 570, 578, 592, 641, 661, 670, 685, 692, 722, 733, 737, 740, 754, 765, 772, 799, 814, 840, 855, 866, 889, 938, 939, 987, 989, 999, 1000, 1016, 1018, 1031, 1052, 1060, 1077, 1094, 1119, 1135, 1143, 1154, 1163, 1206, 1214, 1248, 1297, 1299, 1305, 1338, 1342, 1344, 1358, 1375]
264	198935.json	[0, 12, 37, 96, 112, 121, 126, 214, 224, 229, 236, 248, 266, 284, 290, 319, 325, 345, 349, 381, 400, 408, 415, 420, 434, 437, 454, 470, 473, 476, 477, 502, 515, 539, 542, 545, 557, 561, 578, 584, 603, 610, 625, 634, 635, 637, 676, 691, 698, 719, 730, 767, 784, 793, 807, 809, 826, 836, 841, 857, 859, 874, 878, 888, 906, 917, 958, 993, 1000, 1026, 1046, 1051, 1053, 1064, 1065, 1086, 1102, 1114, 1126, 1136, 1143, 1146, 1151, 1154, 1159, 1161, 1162, 1164, 1166, 1169, 1173, 1186, 1201, 1207, 1214, 1218, 1219, 1220, 1246, 1258, 1285, 1335, 1338, 1360, 1367, 1374, 1376, 1393]
265	198937.json	[18, 20, 25, 43, 45, 62, 105, 116, 136, 156, 157, 188, 268, 305, 317, 326, 329, 359, 402, 405, 424, 457, 458, 501, 509, 514, 518, 544, 554, 558, 591, 611, 630, 644, 669, 670, 673, 690, 700, 709, 724, 740, 741, 765, 777, 792, 794, 799, 801, 847, 849, 870, 875, 884, 894, 910, 938, 979, 983, 1006, 1014, 1031, 1036, 1038, 1060, 1072, 1081, 1131, 1174, 1185, 1187, 1197, 1216, 1223, 1242, 1265, 1277, 1299, 1332, 1349, 1355, 1370, 1381, 1384, 1392]
266	198938.json	[13, 20, 22, 43, 45, 48, 66, 76, 92, 97, 144, 154, 155, 157, 167, 253, 299, 306, 313, 374, 398, 406, 421, 468, 486, 510, 549, 570, 592, 598, 599, 600, 601, 641, 670, 673, 702, 705, 717, 733, 734, 738, 746, 762, 783, 797, 812, 818, 831, 834, 837, 850, 869, 912, 938, 942, 945, 946, 952, 960, 969, 979, 1004, 1007, 1017, 1033, 1036, 1050, 1082, 1093, 1099, 1110, 1116, 1178, 1182, 1191, 1206, 1223, 1225, 1244, 1265, 1294, 1319, 1331, 1333, 1364, 1370, 1388]
267	198939.json	[15, 113, 146, 153, 165, 175, 203, 206, 226, 378, 384, 394, 418, 434, 438, 468, 486, 488, 489, 494, 506, 541, 545, 578, 590, 592, 616, 645, 646, 657, 696, 714, 717, 762, 809, 810, 837, 841, 866, 882, 885, 892, 893, 906, 942, 953, 954, 969, 999, 1000, 1021, 1054, 1071, 1077, 1086, 1110, 1119, 1143, 1145, 1158, 1159, 1163, 1182, 1194, 1195, 1214, 1259, 1284, 1286, 1342, 1344, 1352, 1359, 1373, 1377, 1378]
268	198940.json	[25, 34, 43, 44, 45, 48, 52, 62, 105, 145, 150, 153, 163, 171, 194, 198, 205, 207, 227, 267, 268, 274, 294, 297, 303, 326, 359, 380, 383, 386, 442, 457, 466, 481, 528, 532, 535, 546, 551, 559, 597, 608, 613, 619, 654, 656, 667, 700, 701, 711, 759, 760, 763, 777, 789, 825, 856, 864, 902, 904, 916, 929, 937, 948, 975, 978, 988, 990, 995, 1006, 1013, 1015, 1032, 1036, 1039, 1044, 1066, 1074, 1075, 1098, 1104, 1118, 1124, 1130, 1177, 1192, 1193, 1235, 1278, 1280, 1292, 1293, 1325, 1332, 1371, 1385, 1389]
269	198941.json	[6, 19, 23, 39, 58, 69, 81, 133, 164, 174, 175, 206, 233, 259, 270, 278, 288, 306, 314, 336, 347, 348, 410, 439, 443, 453, 461, 485, 486, 512, 529, 534, 538, 549, 554, 565, 574, 607, 648, 688, 709, 733, 779, 782, 843, 863, 866, 872, 889, 890, 903, 907, 909, 938, 939, 941, 956, 965, 968, 985, 1030, 1039, 1058, 1060, 1108, 1110, 1148, 1206, 1213, 1231, 1239, 1251, 1255, 1263, 1269, 1276, 1281, 1304, 1370, 1395]
270	198942.json	[0, 12, 36, 37, 55, 89, 96, 112, 121, 126, 141, 165, 201, 203, 214, 224, 236, 248, 266, 279, 284, 290, 325, 345, 349, 381, 400, 408, 415, 417, 434, 437, 448, 454, 470, 471, 473, 476, 477, 515, 525, 542, 557, 561, 577, 584, 603, 610, 625, 634, 635, 637, 652, 676, 704, 719, 727, 730, 737, 767, 806, 807, 809, 826, 836, 841, 857, 859, 874, 878, 885, 888, 917, 993, 999, 1000, 1026, 1046, 1051, 1053, 1054, 1061, 1064, 1065, 1078, 1086, 1114, 1126, 1143, 1146, 1151, 1153, 1154, 1158, 1159, 1161, 1162, 1164, 1166, 1169, 1170, 1173, 1186, 1194, 1201, 1207, 1218, 1219, 1220, 1246, 1258, 1259, 1266, 1285, 1352, 1360, 1374]
271	198944.json	[22, 25, 29, 33, 43, 47, 86, 148, 153, 167, 175, 206, 216, 221, 225, 232, 263, 268, 288, 309, 317, 329, 331, 358, 370, 378, 388, 409, 418, 421, 424, 435, 440, 452, 457, 468, 485, 487, 501, 504, 505, 554, 570, 591, 601, 607, 645, 675, 740, 750, 754, 762, 765, 775, 799, 848, 869, 907, 939, 945, 946, 952, 960, 969, 1004, 1010, 1021, 1036, 1043, 1048, 1060, 1071, 1080, 1094, 1108, 1110, 1131, 1172, 1182, 1195, 1206, 1225, 1304, 1349, 1370, 1375, 1385]
272	198945.json	[25, 34, 43, 45, 48, 86, 105, 150, 153, 167, 175, 206, 251, 267, 268, 294, 314, 326, 329, 331, 343, 402, 409, 428, 435, 457, 501, 549, 554, 558, 591, 601, 675, 692, 713, 740, 775, 779, 789, 799, 824, 848, 870, 883, 920, 938, 946, 952, 956, 997, 1010, 1017, 1060, 1071, 1072, 1098, 1110, 1118, 1131, 1155, 1177, 1182, 1187, 1206, 1223, 1225, 1255, 1277, 1304, 1332, 1349, 1370, 1385]
273	198946.json	[12, 15, 37, 112, 121, 126, 165, 201, 236, 248, 266, 284, 290, 325, 345, 349, 361, 381, 400, 408, 415, 417, 434, 437, 438, 454, 463, 470, 471, 473, 476, 477, 494, 515, 541, 542, 545, 557, 561, 577, 584, 603, 610, 625, 634, 635, 637, 652, 653, 676, 691, 694, 719, 727, 730, 767, 795, 809, 841, 857, 859, 865, 874, 878, 888, 892, 917, 954, 958, 993, 1000, 1026, 1046, 1051, 1053, 1054, 1056, 1065, 1086, 1126, 1146, 1151, 1154, 1158, 1159, 1161, 1162, 1164, 1166, 1169, 1186, 1194, 1196, 1201, 1207, 1214, 1218, 1220, 1258, 1285, 1352, 1360, 1373]
274	198947.json	[12, 15, 37, 55, 93, 121, 126, 165, 206, 226, 236, 284, 287, 325, 345, 381, 400, 417, 434, 437, 438, 454, 470, 473, 489, 494, 541, 542, 557, 577, 584, 598, 634, 652, 676, 719, 727, 730, 737, 767, 795, 809, 837, 841, 859, 874, 892, 893, 906, 954, 999, 1000, 1026, 1046, 1051, 1053, 1054, 1065, 1086, 1126, 1146, 1151, 1154, 1158, 1159, 1164, 1169, 1186, 1194, 1195, 1201, 1207, 1214, 1220, 1258, 1285, 1286, 1352, 1373, 1393, 1394]
275	198948.json	[25, 29, 33, 34, 43, 45, 48, 86, 105, 137, 150, 153, 175, 206, 221, 241, 294, 302, 309, 326, 331, 359, 370, 409, 435, 442, 452, 457, 466, 468, 485, 487, 501, 559, 591, 601, 614, 615, 638, 675, 686, 750, 754, 762, 775, 789, 799, 817, 825, 845, 847, 848, 934, 937, 946, 978, 1004, 1007, 1010, 1015, 1036, 1060, 1080, 1090, 1098, 1108, 1110, 1118, 1172, 1177, 1187, 1191, 1192, 1212, 1228, 1244, 1275, 1277, 1280, 1293, 1304, 1310, 1332, 1333, 1363, 1370, 1372, 1375, 1381, 1385, 1389]
276	198949.json	[3, 16, 44, 67, 101, 107, 108, 140, 156, 173, 188, 195, 200, 202, 235, 245, 250, 260, 285, 296, 305, 328, 329, 354, 372, 405, 412, 416, 428, 432, 461, 483, 517, 518, 521, 526, 530, 540, 544, 554, 558, 589, 591, 614, 615, 628, 630, 675, 678, 686, 690, 693, 709, 731, 732, 740, 741, 794, 832, 833, 910, 943, 948, 950, 956, 979, 996, 1005, 1014, 1019, 1031, 1050, 1058, 1060, 1068, 1072, 1081, 1082, 1089, 1135, 1137, 1187, 1198, 1216, 1223, 1234, 1277, 1289, 1297, 1305, 1312, 1313, 1349, 1354]
277	198950.json	[7, 58, 69, 87, 114, 122, 138, 144, 151, 162, 167, 184, 206, 216, 228, 231, 239, 240, 242, 254, 261, 288, 300, 306, 330, 342, 348, 355, 376, 387, 390, 399, 440, 472, 478, 484, 496, 513, 534, 538, 569, 570, 581, 607, 621, 632, 633, 640, 722, 745, 764, 781, 792, 804, 823, 830, 851, 863, 880, 881, 907, 909, 913, 914, 922, 925, 939, 966, 987, 1035, 1045, 1063, 1078, 1080, 1085, 1107, 1108, 1133, 1138, 1156, 1168, 1189, 1203, 1239, 1269, 1273, 1296, 1298, 1300, 1322, 1323, 1336, 1345, 1361]
278	198951.json	[12, 47, 89, 96, 126, 149, 153, 165, 203, 206, 224, 266, 269, 288, 289, 310, 325, 345, 360, 378, 379, 381, 400, 415, 418, 434, 438, 448, 454, 470, 473, 487, 489, 504, 506, 525, 542, 590, 603, 605, 634, 657, 676, 703, 717, 719, 727, 737, 767, 788, 809, 819, 836, 837, 839, 841, 859, 885, 892, 953, 954, 999, 1000, 1021, 1026, 1035, 1046, 1051, 1053, 1054, 1064, 1065, 1086, 1097, 1114, 1126, 1129, 1143, 1146, 1151, 1153, 1154, 1158, 1161, 1164, 1166, 1169, 1170, 1171, 1194, 1201, 1214, 1219, 1246, 1251, 1258, 1259, 1266, 1304, 1352, 1356, 1374, 1377]
279	198952.json	[1, 4, 19, 39, 44, 100, 102, 133, 174, 202, 250, 259, 260, 314, 328, 336, 347, 358, 371, 390, 391, 392, 410, 428, 430, 433, 457, 461, 465, 500, 512, 517, 529, 530, 538, 549, 554, 564, 565, 569, 574, 580, 607, 615, 620, 693, 709, 713, 729, 741, 753, 757, 777, 785, 805, 824, 867, 876, 883, 886, 903, 904, 920, 927, 933, 948, 951, 956, 962, 970, 971, 974, 1014, 1058, 1062, 1072, 1073, 1137, 1138, 1188, 1204, 1213, 1234, 1237, 1238, 1255, 1269, 1270, 1279, 1281, 1305, 1306, 1318, 1350]
280	198953.json	[33, 47, 69, 81, 118, 147, 161, 167, 175, 206, 221, 225, 287, 288, 369, 370, 384, 387, 394, 409, 440, 468, 472, 485, 486, 501, 505, 534, 593, 601, 607, 692, 768, 781, 804, 809, 810, 814, 822, 837, 861, 863, 866, 869, 872, 907, 909, 939, 945, 965, 969, 1010, 1021, 1039, 1071, 1080, 1094, 1098, 1101, 1107, 1108, 1110, 1119, 1134, 1140, 1152, 1172, 1195, 1228, 1233, 1251, 1269, 1271, 1273, 1298, 1343, 1345, 1359, 1370]
281	198954.json	[32, 33, 76, 111, 144, 146, 147, 155, 162, 167, 175, 196, 206, 216, 226, 254, 271, 277, 288, 309, 321, 341, 369, 388, 396, 421, 434, 440, 450, 452, 468, 494, 505, 533, 616, 663, 722, 734, 737, 754, 783, 803, 810, 811, 822, 834, 837, 840, 869, 882, 893, 907, 925, 939, 942, 945, 964, 969, 987, 989, 1016, 1034, 1048, 1077, 1078, 1079, 1094, 1110, 1119, 1140, 1156, 1182, 1195, 1199, 1224, 1229, 1233, 1273, 1342, 1343, 1345, 1358, 1359, 1377, 1378]
282	198955.json	[11, 21, 29, 33, 43, 47, 76, 81, 86, 93, 118, 142, 161, 175, 196, 206, 221, 232, 277, 294, 302, 309, 326, 331, 369, 370, 382, 394, 409, 418, 434, 440, 452, 468, 485, 486, 501, 504, 505, 524, 537, 601, 646, 661, 762, 775, 789, 810, 819, 837, 840, 841, 861, 866, 869, 907, 909, 934, 946, 969, 1007, 1010, 1036, 1048, 1080, 1094, 1107, 1108, 1110, 1131, 1134, 1158, 1172, 1177, 1194, 1195, 1206, 1212, 1275, 1304, 1310, 1349, 1370, 1372, 1375]
283	198956.json	[1, 39, 69, 71, 129, 130, 133, 139, 149, 174, 177, 185, 210, 220, 223, 270, 278, 283, 286, 289, 295, 298, 311, 347, 356, 357, 362, 385, 410, 433, 439, 443, 453, 464, 465, 480, 500, 529, 565, 566, 573, 574, 579, 588, 604, 651, 687, 707, 710, 739, 769, 782, 796, 829, 835, 867, 872, 877, 903, 909, 911, 918, 924, 928, 930, 933, 941, 972, 980, 1001, 1024, 1029, 1030, 1039, 1059, 1098, 1104, 1106, 1198, 1204, 1205, 1213, 1231, 1238, 1250, 1257, 1263, 1267, 1306, 1307, 1311, 1315, 1318, 1341, 1386, 1395]
284	198957.json	[43, 96, 111, 113, 146, 158, 167, 206, 225, 226, 240, 269, 291, 321, 341, 371, 475, 487, 488, 489, 536, 563, 578, 598, 616, 633, 645, 696, 703, 708, 717, 737, 754, 781, 804, 810, 830, 836, 837, 858, 866, 882, 893, 939, 942, 945, 952, 953, 954, 987, 999, 1021, 1035, 1077, 1078, 1086, 1114, 1120, 1140, 1143, 1160, 1195, 1210, 1219, 1229, 1266, 1273, 1334, 1335, 1338, 1342, 1367, 1378, 1394]
285	198958.json	[29, 34, 43, 45, 48, 65, 66, 85, 117, 119, 137, 142, 150, 153, 194, 216, 232, 241, 294, 302, 303, 309, 326, 337, 380, 402, 418, 442, 458, 466, 468, 559, 627, 645, 686, 754, 762, 771, 775, 797, 799, 812, 847, 850, 875, 895, 916, 929, 934, 937, 946, 978, 988, 990, 995, 1007, 1015, 1028, 1036, 1066, 1096, 1118, 1124, 1130, 1177, 1192, 1195, 1206, 1244, 1277, 1278, 1280, 1293, 1294, 1309, 1332, 1370, 1372, 1375, 1381, 1385, 1389]
286	198959.json	[20, 25, 34, 43, 45, 62, 97, 102, 105, 145, 188, 215, 251, 252, 260, 268, 273, 314, 326, 328, 336, 343, 359, 371, 398, 402, 409, 428, 435, 457, 500, 509, 512, 517, 549, 554, 564, 591, 609, 615, 665, 692, 693, 705, 709, 713, 742, 753, 755, 770, 777, 797, 824, 825, 827, 845, 848, 856, 870, 876, 883, 904, 920, 927, 938, 951, 952, 956, 962, 1014, 1017, 1036, 1071, 1072, 1082, 1099, 1110, 1131, 1182, 1187, 1226, 1255, 1318, 1332, 1334, 1370, 1385, 1392]
287	198960.json	[0, 12, 36, 37, 55, 89, 96, 112, 121, 126, 141, 165, 201, 203, 214, 224, 236, 248, 266, 279, 284, 290, 325, 345, 349, 381, 400, 408, 415, 417, 434, 437, 448, 454, 470, 471, 473, 476, 477, 515, 525, 542, 557, 561, 577, 584, 603, 610, 625, 634, 635, 637, 652, 676, 704, 719, 727, 730, 737, 767, 806, 807, 809, 826, 836, 841, 857, 859, 874, 878, 885, 888, 917, 993, 999, 1000, 1026, 1046, 1051, 1053, 1054, 1061, 1064, 1065, 1078, 1086, 1114, 1126, 1143, 1146, 1151, 1153, 1154, 1158, 1159, 1161, 1162, 1164, 1166, 1169, 1170, 1173, 1186, 1194, 1201, 1207, 1218, 1219, 1220, 1246, 1258, 1259, 1266, 1285, 1352, 1360, 1374]
288	198961.json	[11, 22, 33, 43, 45, 76, 86, 92, 148, 150, 158, 162, 166, 167, 175, 190, 196, 230, 263, 265, 294, 299, 309, 313, 331, 396, 435, 450, 452, 486, 537, 570, 600, 601, 616, 641, 648, 663, 670, 681, 716, 717, 722, 733, 738, 746, 762, 783, 784, 803, 810, 811, 812, 815, 831, 834, 837, 840, 848, 866, 869, 907, 912, 942, 945, 946, 1007, 1017, 1033, 1036, 1047, 1048, 1093, 1096, 1110, 1113, 1178, 1181, 1191, 1206, 1210, 1225, 1244, 1254, 1265, 1299, 1319, 1333, 1370, 1377, 1378]
289	198962.json	[]
290	198963.json	[12, 15, 37, 121, 126, 147, 165, 201, 203, 236, 248, 284, 325, 345, 349, 361, 381, 395, 400, 408, 417, 434, 437, 438, 454, 463, 471, 473, 476, 494, 541, 542, 545, 577, 584, 603, 625, 634, 637, 652, 653, 676, 691, 694, 719, 727, 730, 767, 795, 809, 836, 841, 859, 865, 874, 878, 888, 892, 917, 954, 958, 993, 1000, 1026, 1046, 1051, 1053, 1054, 1056, 1065, 1086, 1126, 1146, 1151, 1158, 1159, 1161, 1162, 1164, 1169, 1186, 1194, 1195, 1201, 1207, 1214, 1218, 1220, 1222, 1258, 1259, 1286, 1352, 1359, 1367, 1373]
291	198964.json	[39, 47, 69, 71, 133, 149, 174, 175, 177, 187, 210, 220, 223, 225, 261, 278, 283, 291, 295, 298, 310, 348, 355, 356, 362, 387, 399, 410, 443, 480, 523, 529, 538, 563, 568, 574, 579, 687, 688, 710, 739, 744, 768, 769, 781, 782, 790, 796, 835, 839, 843, 853, 863, 866, 889, 911, 918, 924, 930, 965, 966, 972, 980, 1001, 1021, 1022, 1029, 1039, 1077, 1101, 1106, 1120, 1127, 1134, 1149, 1152, 1180, 1189, 1198, 1203, 1213, 1231, 1257, 1315, 1356]
292	198965.json	[12, 15, 33, 43, 86, 153, 189, 226, 291, 370, 397, 417, 418, 434, 438, 468, 473, 487, 494, 506, 590, 592, 598, 616, 645, 646, 647, 676, 712, 714, 717, 728, 730, 754, 762, 775, 809, 810, 837, 866, 882, 885, 892, 893, 942, 953, 954, 999, 1000, 1053, 1054, 1071, 1077, 1096, 1140, 1154, 1158, 1163, 1166, 1171, 1182, 1194, 1195, 1207, 1210, 1214, 1219, 1285, 1293, 1324, 1335, 1352, 1359, 1373, 1385, 1394]
293	198967.json	[]
294	198968.json	[39, 41, 44, 67, 69, 101, 129, 133, 174, 177, 210, 223, 233, 235, 244, 245, 247, 259, 338, 347, 385, 410, 433, 439, 461, 465, 500, 513, 517, 521, 529, 565, 569, 574, 579, 580, 620, 693, 709, 739, 753, 785, 796, 805, 821, 843, 867, 876, 877, 886, 900, 903, 904, 911, 924, 933, 941, 956, 970, 971, 972, 1014, 1024, 1029, 1039, 1058, 1059, 1073, 1088, 1098, 1104, 1106, 1138, 1198, 1204, 1205, 1213, 1234, 1238, 1250, 1255, 1257, 1269, 1279, 1281, 1306, 1308, 1314, 1315, 1350]
295	198969.json	[13, 20, 43, 45, 48, 65, 66, 88, 92, 119, 127, 152, 153, 154, 188, 202, 241, 273, 302, 313, 318, 337, 364, 393, 398, 406, 407, 411, 422, 466, 518, 589, 591, 595, 599, 624, 642, 645, 664, 665, 666, 686, 689, 702, 705, 715, 742, 750, 762, 797, 812, 850, 934, 944, 952, 978, 979, 988, 994, 1004, 1007, 1015, 1036, 1049, 1050, 1082, 1089, 1090, 1109, 1118, 1125, 1135, 1185, 1190, 1191, 1206, 1208, 1212, 1217, 1223, 1225, 1236, 1240, 1265, 1268, 1277, 1288, 1301, 1312, 1329, 1331, 1332, 1333, 1357, 1368, 1381, 1387]
296	198971.json	[18, 43, 44, 45, 48, 86, 92, 105, 116, 156, 175, 188, 200, 230, 234, 241, 267, 285, 302, 318, 326, 354, 367, 393, 398, 412, 447, 452, 458, 466, 509, 518, 524, 526, 540, 544, 558, 571, 591, 599, 601, 614, 615, 630, 644, 661, 666, 673, 675, 686, 740, 741, 797, 832, 870, 871, 899, 910, 938, 979, 983, 996, 1031, 1036, 1050, 1058, 1067, 1072, 1081, 1082, 1184, 1187, 1212, 1223, 1242, 1265, 1277, 1289, 1305, 1319, 1328, 1331, 1333, 1349, 1371, 1381, 1388, 1392]
297	198973.json	[0, 12, 47, 112, 121, 126, 165, 201, 203, 214, 224, 226, 236, 248, 266, 269, 279, 284, 290, 325, 345, 349, 381, 400, 415, 417, 434, 437, 454, 470, 471, 473, 476, 477, 489, 506, 515, 541, 542, 545, 561, 577, 584, 603, 605, 610, 625, 634, 635, 652, 657, 676, 691, 719, 727, 737, 767, 807, 809, 819, 826, 836, 841, 857, 859, 874, 878, 885, 888, 892, 906, 954, 999, 1000, 1026, 1046, 1051, 1053, 1061, 1064, 1065, 1086, 1114, 1126, 1129, 1143, 1146, 1151, 1153, 1154, 1158, 1159, 1161, 1162, 1164, 1169, 1170, 1186, 1194, 1201, 1207, 1214, 1218, 1219, 1246, 1258, 1259, 1260, 1266, 1285, 1324, 1352, 1360, 1373, 1374]
298	198974.json	[24, 33, 43, 47, 86, 153, 161, 175, 183, 196, 206, 216, 221, 277, 288, 289, 294, 302, 309, 331, 388, 394, 418, 435, 440, 452, 468, 486, 487, 497, 501, 506, 534, 590, 593, 601, 616, 645, 646, 648, 661, 681, 762, 775, 809, 810, 819, 837, 840, 861, 866, 869, 872, 882, 885, 907, 934, 953, 954, 960, 969, 999, 1010, 1036, 1043, 1048, 1094, 1107, 1108, 1110, 1140, 1171, 1172, 1195, 1210, 1244, 1266, 1273, 1304, 1310, 1342, 1343, 1345, 1359, 1375, 1377, 1385, 1394]
299	198975.json	[20, 43, 45, 62, 66, 95, 103, 154, 156, 188, 189, 192, 267, 273, 304, 305, 313, 329, 372, 377, 393, 398, 406, 407, 422, 425, 493, 509, 518, 558, 587, 589, 591, 599, 631, 644, 645, 664, 665, 666, 686, 690, 705, 712, 715, 740, 742, 750, 762, 797, 801, 818, 850, 934, 944, 946, 952, 960, 979, 988, 990, 994, 1002, 1004, 1015, 1049, 1081, 1089, 1109, 1125, 1135, 1174, 1185, 1197, 1206, 1208, 1212, 1215, 1223, 1225, 1247, 1253, 1265, 1301, 1305, 1313, 1332, 1333, 1357, 1392]
300	198976.json	[12, 37, 112, 121, 126, 165, 201, 203, 214, 236, 248, 279, 284, 290, 325, 345, 349, 361, 381, 400, 408, 415, 417, 437, 438, 454, 463, 470, 471, 473, 476, 489, 494, 515, 541, 542, 545, 556, 557, 561, 577, 584, 603, 605, 610, 625, 634, 635, 637, 652, 653, 676, 691, 694, 698, 719, 727, 730, 767, 806, 809, 841, 859, 865, 874, 878, 888, 954, 958, 993, 1000, 1026, 1046, 1051, 1053, 1056, 1065, 1086, 1126, 1136, 1146, 1151, 1154, 1158, 1159, 1161, 1162, 1164, 1169, 1186, 1194, 1196, 1201, 1207, 1214, 1218, 1220, 1246, 1258, 1285, 1286, 1352, 1367, 1373, 1376, 1393]
301	198978.json	[15, 21, 22, 33, 43, 47, 76, 86, 93, 134, 153, 161, 165, 175, 189, 196, 199, 206, 217, 221, 288, 302, 309, 318, 329, 331, 369, 388, 434, 435, 468, 487, 497, 501, 510, 590, 598, 601, 646, 668, 670, 681, 712, 719, 762, 775, 789, 809, 810, 819, 837, 861, 882, 885, 954, 1013, 1021, 1036, 1043, 1107, 1108, 1110, 1140, 1158, 1171, 1172, 1195, 1209, 1265, 1273, 1310, 1328, 1333, 1345, 1375, 1377, 1385, 1394]
302	198979.json	[14, 15, 33, 43, 86, 93, 111, 113, 147, 175, 196, 199, 206, 216, 221, 254, 309, 341, 384, 394, 396, 450, 451, 452, 468, 472, 475, 494, 497, 563, 575, 576, 600, 641, 646, 680, 681, 696, 756, 783, 784, 789, 809, 810, 817, 837, 840, 861, 866, 869, 882, 892, 907, 942, 945, 954, 964, 969, 987, 1036, 1043, 1048, 1063, 1078, 1080, 1085, 1091, 1094, 1107, 1110, 1119, 1140, 1156, 1167, 1195, 1210, 1229, 1233, 1244, 1266, 1273, 1310, 1343, 1345, 1377, 1378]
303	198980.json	[13, 31, 43, 45, 66, 86, 92, 119, 152, 153, 154, 208, 213, 241, 282, 294, 302, 304, 313, 337, 364, 382, 393, 406, 411, 425, 452, 466, 587, 591, 599, 601, 642, 645, 661, 662, 664, 673, 686, 702, 712, 733, 750, 762, 775, 787, 797, 812, 837, 850, 934, 944, 952, 994, 996, 999, 1002, 1003, 1004, 1007, 1036, 1049, 1050, 1076, 1089, 1090, 1109, 1112, 1123, 1125, 1135, 1176, 1191, 1206, 1208, 1212, 1223, 1225, 1240, 1265, 1282, 1304, 1312, 1319, 1329, 1331, 1333, 1375]
304	198981.json	[33, 43, 45, 86, 105, 145, 153, 175, 189, 212, 221, 241, 267, 268, 273, 302, 313, 326, 331, 359, 398, 407, 409, 485, 518, 524, 544, 549, 554, 558, 591, 599, 601, 614, 615, 644, 661, 675, 686, 709, 712, 740, 741, 742, 750, 762, 775, 818, 845, 848, 934, 938, 944, 946, 952, 956, 960, 979, 1004, 1036, 1049, 1050, 1058, 1082, 1090, 1098, 1110, 1125, 1135, 1172, 1187, 1191, 1206, 1208, 1212, 1223, 1225, 1265, 1304, 1331, 1349, 1370, 1375]
305	198982.json	[22, 33, 43, 45, 76, 92, 97, 105, 144, 154, 155, 157, 167, 175, 188, 189, 193, 196, 232, 253, 277, 299, 302, 326, 331, 369, 377, 388, 396, 398, 409, 421, 424, 468, 510, 524, 537, 591, 598, 601, 663, 670, 673, 681, 692, 733, 740, 762, 765, 789, 811, 818, 827, 869, 870, 938, 945, 946, 952, 960, 969, 983, 997, 1004, 1007, 1017, 1036, 1043, 1071, 1093, 1110, 1131, 1135, 1155, 1181, 1182, 1187, 1195, 1206, 1223, 1225, 1299, 1319, 1331, 1349, 1370, 1375, 1377, 1392]
